10000
(9336,9175,10)
(6513,5441,32)
(9967,7695,12)
(2576,1814,83)
(9338,3993,10)
(6638,3985,82)
(3102,4869,33)
(6975,6666,5)
(8994,7170,83)
(4722,5551,100)
(2380,5001,78)
(7810,4117,99)
(2116,9414,96)
(697,4503,92)
(8098,3953,87)
(1902,8238,78)
(7911,3405,99)
(6985,4660,25)
(4493,7971,9)
(2380,2370,100)
(4413,6969,66)
(5331,9061,33)
(3449,8031,55)
(747,7405,8)
(8395,935,32)
(192,4102,51)
(7799,1081,50)
(4234,1919,7)
(3531,521,39)
(8690,5585,15)
(6395,457,78)
(1643,4127,75)
(2969,7091,41)
(3943,7151,83)
(959,415,54)
(2016,2721,15)
(5585,7997,36)
(1724,9634,18)
(4242,7229,92)
(2798,7990,17)
(9181,9347,10)
(2338,9304,77)
(407,3083,75)
(5218,7099,38)
(9434,6321,38)
(3158,164,69)
(1743,3907,11)
(2421,5784,29)
(7690,1898,68)
(158,5283,31)
(5952,94,39)
(5591,1828,55)
(8768,3836,21)
(7750,5652,74)
(4052,7603,24)
(2401,5269,29)
(8494,3203,89)
(260,9350,33)
(6924,1689,26)
(7543,10,95)
(9670,3154,39)
(4667,9335,90)
(1358,6215,10)
(4579,7896,83)
(6434,1347,72)
(2461,222,21)
(4734,9341,31)
(6089,5044,19)
(3421,8203,64)
(5999,2000,11)
(2941,8026,91)
(8122,98,41)
(1200,9776,79)
(1786,8717,48)
(7589,6689,20)
(7580,3469,61)
(6457,3191,22)
(9932,252,77)
(3946,1796,99)
(3170,8607,3)
(2220,5614,84)
(8279,9032,37)
(5595,1494,40)
(3428,184,81)
(3400,4646,56)
(7589,9379,99)
(5127,9985,36)
(2248,721,41)
(1962,1299,10)
(5293,3798,29)
(3242,6144,86)
(5321,3564,13)
(2906,751,69)
(2165,8316,49)
(2742,3569,83)
(5047,1627,56)
(5382,4873,1)
(3369,9023,45)
(3638,4025,57)
(5842,3766,30)
(9750,2721,55)
(1343,6930,66)
(7531,9074,21)
(9090,8778,23)
(2078,8643,100)
(6170,7144,62)
(2921,7145,13)
(9769,8193,16)
(488,9326,25)
(9537,9338,14)
(4240,9069,87)
(1767,1928,20)
(1452,8623,70)
(5176,9305,67)
(5873,9383,57)
(8027,7601,61)
(9371,8678,55)
(4684,2700,4)
(2328,9848,92)
(6289,908,55)
(3096,240,84)
(9909,7798,31)
(454,6059,50)
(3488,4487,4)
(5391,1362,14)
(1176,9951,49)
(3948,7334,6)
(6142,6305,29)
(8862,2829,88)
(7681,4636,15)
(6010,1627,53)
(4612,1268,74)
(4837,5673,17)
(1436,5853,42)
(4828,6190,21)
(5891,4114,15)
(3921,6902,25)
(7456,6821,52)
(2673,7564,88)
(3022,4706,71)
(4248,5820,89)
(5721,3530,18)
(472,4244,70)
(4903,5874,98)
(1175,9800,38)
(3407,6663,16)
(4354,1838,49)
(679,3761,44)
(6407,3721,19)
(316,2924,43)
(4627,3101,53)
(2688,7748,65)
(8097,1091,61)
(6116,5950,66)
(1233,103,47)
(8598,8271,76)
(4116,4538,42)
(6563,274,93)
(4761,8006,14)
(2068,2382,87)
(2519,699,71)
(4884,9279,46)
(7582,4557,71)
(1408,8382,61)
(581,6614,1)
(9719,1532,50)
(3672,4099,73)
(3172,1735,93)
(1341,5326,13)
(8017,917,65)
(9211,6230,48)
(5555,3400,17)
(4680,1851,92)
(5250,5452,61)
(5130,4248,6)
(4209,191,100)
(4229,1684,76)
(4178,529,30)
(7002,670,81)
(3092,9030,95)
(5591,8832,85)
(1685,291,84)
(6621,4376,5)
(8185,9805,22)
(2767,7978,58)
(7971,1194,3)
(7755,6397,39)
(7603,6539,95)
(4685,7924,25)
(383,9595,66)
(8005,6866,88)
(2197,4728,90)
(2194,8748,28)
(6291,9165,35)
(3602,8244,90)
(7677,2847,44)
(2930,1884,9)
(2092,237,92)
(8050,5646,98)
(2109,6388,41)
(5375,7762,16)
(7859,5712,47)
(6482,3826,88)
(7117,5415,43)
(2693,6695,74)
(8058,7030,27)
(7506,3337,6)
(90,764,27)
(6240,6585,90)
(1445,9430,5)
(7976,9017,47)
(5189,4370,63)
(5135,4713,69)
(6081,8709,46)
(4422,7246,44)
(7220,8621,76)
(8977,8788,74)
(8858,6543,28)
(805,2693,63)
(7231,9609,88)
(4869,5696,36)
(9200,7511,69)
(2461,5468,45)
(5096,2438,73)
(2892,7232,95)
(3468,6620,58)
(8009,4491,12)
(4605,5195,88)
(1134,7404,71)
(111,4774,41)
(1127,5629,61)
(2629,338,33)
(9572,2022,51)
(5816,4391,86)
(3062,4325,70)
(4763,6049,90)
(1679,9318,98)
(3821,9524,6)
(4814,7476,43)
(4518,159,90)
(3810,6432,53)
(5590,4549,86)
(3307,1518,49)
(9152,3449,41)
(434,1342,33)
(425,7361,69)
(9209,6472,45)
(7696,3731,29)
(5564,5529,19)
(7899,780,42)
(8085,4360,83)
(8769,3932,32)
(517,2001,78)
(6503,3321,13)
(978,9771,71)
(2761,5893,38)
(9132,9544,40)
(2211,6455,93)
(6505,9568,99)
(1965,6643,33)
(5632,5885,18)
(99,9461,82)
(5570,9515,92)
(4120,9097,46)
(2759,4151,10)
(4276,6904,76)
(9463,8997,46)
(1903,2682,54)
(6954,2690,34)
(1004,2219,97)
(3825,1738,70)
(6321,637,33)
(987,2126,39)
(262,7634,39)
(8088,7089,98)
(1575,4868,43)
(8482,8938,29)
(3288,9438,2)
(7442,5538,14)
(9251,3591,11)
(3085,3160,63)
(9206,4378,44)
(4577,5684,100)
(2101,9667,40)
(3903,462,75)
(4982,1314,67)
(7949,8608,21)
(9202,1573,65)
(371,670,6)
(2478,9068,82)
(2125,8086,8)
(3656,5061,38)
(1962,7960,97)
(612,6227,97)
(620,9764,69)
(1077,6165,67)
(7266,9889,66)
(1182,2747,6)
(798,1268,11)
(8211,9607,82)
(5725,7940,77)
(171,8860,23)
(4939,7228,17)
(1422,1897,35)
(9565,8212,54)
(4132,3317,94)
(8553,2324,14)
(581,8435,80)
(8979,6214,74)
(1549,6222,61)
(5370,4226,22)
(8989,9420,49)
(2236,8763,41)
(9196,1235,70)
(5337,7355,4)
(5052,232,35)
(5206,3563,46)
(7278,1997,59)
(5183,8719,9)
(1652,3503,24)
(229,2276,64)
(4476,1886,40)
(1320,4665,49)
(520,6848,1)
(5225,1900,87)
(6643,6245,13)
(115,5096,76)
(2997,5799,51)
(2583,3069,11)
(1268,4681,38)
(1067,5771,77)
(4045,7171,7)
(7129,2575,23)
(1493,9734,36)
(7584,1207,24)
(747,327,73)
(5094,7041,70)
(7336,7920,34)
(3570,6211,35)
(4707,7568,94)
(9647,9203,93)
(5512,1604,78)
(9407,3183,71)
(6891,1237,30)
(4971,1000,37)
(4640,2208,9)
(7303,889,11)
(6943,5202,58)
(6812,2830,29)
(2069,1939,18)
(8229,7692,69)
(5957,7559,48)
(691,1689,82)
(6642,3868,24)
(485,1391,25)
(7659,7893,29)
(9189,4704,17)
(479,7377,1)
(1046,7693,30)
(4246,8436,33)
(4536,3961,100)
(871,1020,69)
(7766,2885,59)
(6287,6143,23)
(7734,5975,95)
(7484,8950,54)
(3235,5400,79)
(6716,2189,59)
(9562,4866,28)
(3976,1724,9)
(1070,1627,72)
(8950,5184,20)
(9076,1602,56)
(8467,3727,15)
(53,3713,70)
(9558,6799,72)
(654,3587,22)
(3719,7739,13)
(1836,8399,5)
(5773,682,39)
(1109,9839,76)
(2486,8894,48)
(6743,197,96)
(5398,1148,67)
(8946,1988,23)
(6385,8412,45)
(475,3465,14)
(3952,8232,20)
(8264,3606,83)
(7981,2315,66)
(5930,366,30)
(9349,5964,14)
(7874,9395,91)
(8390,8176,68)
(3494,3029,31)
(8136,38,15)
(9306,8637,60)
(3967,1707,64)
(407,7581,24)
(3514,3959,73)
(1946,8825,87)
(426,5103,99)
(5065,9817,45)
(9033,2980,26)
(1240,4174,55)
(3088,6354,92)
(6178,9209,56)
(6283,1951,9)
(2228,6001,70)
(817,4883,76)
(1449,1391,84)
(3684,1096,41)
(459,4113,93)
(403,3723,20)
(7216,87,76)
(3423,1994,53)
(7020,7249,44)
(6423,7571,85)
(6607,7207,78)
(8621,8933,57)
(153,8907,5)
(2167,5291,40)
(44,4883,31)
(5176,8167,62)
(9353,6192,100)
(1399,5415,86)
(7197,8549,23)
(6552,507,7)
(4375,9561,95)
(6950,231,29)
(2218,6506,48)
(4808,3352,90)
(9381,328,64)
(8792,5261,38)
(7369,3342,24)
(5220,3006,70)
(9531,8714,99)
(4332,8227,50)
(7306,2360,100)
(4387,5161,99)
(4564,9849,9)
(2449,8269,65)
(5405,9699,55)
(7933,7865,71)
(1565,3286,74)
(7399,1242,99)
(9720,1808,74)
(1609,7727,58)
(3889,5511,25)
(9184,9940,21)
(7429,3881,30)
(223,8000,42)
(9477,8620,93)
(7695,8127,84)
(3409,1097,18)
(9848,173,8)
(7901,6300,90)
(9073,7992,92)
(7533,8123,26)
(9295,1025,100)
(254,5763,47)
(9482,178,29)
(993,5861,61)
(8046,4476,61)
(5098,8476,17)
(1321,9447,18)
(6471,1791,57)
(9815,9247,85)
(4698,7398,18)
(9839,3071,7)
(1606,4317,49)
(3249,2071,89)
(388,6999,40)
(2182,9494,74)
(1638,4890,15)
(7091,1502,83)
(7188,7618,38)
(7211,1329,13)
(7037,4770,23)
(2358,185,21)
(299,6773,70)
(24,561,84)
(289,8032,8)
(9967,5526,20)
(9325,7459,21)
(9280,6474,51)
(8285,8497,14)
(9932,6239,9)
(6923,1774,81)
(9509,6135,70)
(3341,2775,68)
(7848,1558,50)
(6257,9246,85)
(4579,3818,19)
(210,6625,58)
(2483,1497,77)
(4841,4804,49)
(3137,6707,14)
(7917,8600,69)
(344,3310,79)
(1087,3692,89)
(4949,8089,27)
(7856,7467,16)
(7657,237,21)
(4003,4621,29)
(4652,3605,73)
(2824,3295,58)
(6573,4867,43)
(4017,5230,69)
(4257,8945,60)
(6591,2033,11)
(7581,9916,18)
(3549,1514,67)
(9009,625,99)
(1916,7329,36)
(9582,3569,24)
(5769,6144,65)
(5187,9272,97)
(5581,7687,54)
(8607,6116,24)
(9423,7396,43)
(5978,272,91)
(3923,1803,30)
(3915,9501,9)
(2136,737,6)
(1484,2887,58)
(6571,6900,73)
(5353,6371,52)
(6533,5069,47)
(8070,6680,59)
(6490,6078,72)
(6534,2453,78)
(979,9320,42)
(20,4991,68)
(1086,5864,76)
(860,6468,56)
(8648,8947,77)
(6877,7725,77)
(4504,5653,34)
(9100,5627,61)
(5492,2359,45)
(703,9346,89)
(1000,8458,93)
(1349,7551,77)
(5912,6258,5)
(7067,2382,43)
(7587,4809,100)
(8927,7001,19)
(7817,3971,52)
(6445,930,29)
(3745,299,72)
(7985,6595,27)
(6391,2879,90)
(7000,7373,91)
(3534,710,6)
(8015,2679,71)
(862,6884,53)
(6003,1533,62)
(8608,8198,13)
(8389,6940,27)
(6425,7741,65)
(9196,1043,44)
(8322,3236,73)
(6361,4774,82)
(5395,1156,56)
(1003,6122,84)
(3592,4514,2)
(6127,8821,12)
(9251,449,33)
(8880,5135,45)
(5030,2882,55)
(4575,1845,93)
(6345,4963,45)
(3128,6651,94)
(90,9890,19)
(4716,628,39)
(2858,1210,43)
(3315,4329,26)
(7819,1066,57)
(416,7973,95)
(6360,566,86)
(7524,3931,74)
(9769,8717,66)
(5833,4902,20)
(4867,7354,63)
(5740,8582,46)
(8820,2957,59)
(1299,317,50)
(1159,2147,20)
(9584,4524,95)
(8176,8489,89)
(5098,231,83)
(8197,9821,8)
(4224,2426,74)
(2835,2787,94)
(2458,9387,33)
(8575,4337,31)
(7513,306,81)
(7128,364,52)
(8136,2259,82)
(785,4149,89)
(1635,7981,30)
(423,692,20)
(9363,1086,69)
(8095,7615,60)
(661,4158,27)
(3857,2841,9)
(5537,3285,95)
(3219,8418,48)
(5739,6603,22)
(3603,7492,53)
(3206,9553,97)
(4433,2343,7)
(1326,7462,20)
(4746,4885,7)
(4199,3727,14)
(3272,134,46)
(5433,1205,36)
(4725,4021,55)
(4930,8445,26)
(3999,754,89)
(6541,5013,2)
(9495,7985,85)
(5664,3643,68)
(3044,8014,17)
(6957,5451,49)
(2069,2667,99)
(7386,3339,28)
(9852,3410,55)
(3416,2045,87)
(956,1032,6)
(2121,114,96)
(2574,4641,87)
(5700,7128,59)
(5966,8002,34)
(8776,1923,75)
(5893,5720,20)
(2404,5953,56)
(2855,3082,15)
(6948,4136,89)
(2039,416,71)
(2579,7721,39)
(6739,9982,6)
(7301,3050,5)
(858,2916,1)
(7320,1751,61)
(4588,6400,89)
(470,4824,51)
(197,5123,31)
(3199,424,79)
(4237,639,44)
(325,9760,57)
(8541,5261,72)
(9767,4711,7)
(1758,7489,19)
(34,2722,59)
(2700,9738,88)
(478,1727,95)
(5835,2279,27)
(6867,9288,9)
(2408,291,26)
(630,1029,67)
(6713,2784,90)
(1269,4984,90)
(388,514,65)
(5931,9642,72)
(1624,7216,2)
(6992,5554,56)
(7888,8756,98)
(2427,5739,45)
(6070,1139,22)
(5270,9954,51)
(5883,3374,66)
(3698,7235,19)
(9539,1456,75)
(9466,7797,94)
(2539,7439,63)
(1137,3172,31)
(6402,9304,23)
(1853,1095,8)
(3678,555,28)
(2629,9424,38)
(6421,5391,44)
(8087,8742,28)
(120,9658,62)
(4478,4761,42)
(4702,4835,80)
(8713,2031,35)
(5634,5067,29)
(8303,9952,71)
(6984,6153,89)
(5273,5223,88)
(1739,695,97)
(3330,9494,65)
(7389,9022,56)
(7422,6925,89)
(833,5292,83)
(5251,4094,17)
(3522,6062,41)
(5091,8558,12)
(459,9211,71)
(438,149,66)
(1911,6524,88)
(4173,4791,68)
(6509,9539,30)
(8196,1655,99)
(7945,2610,88)
(3128,8335,8)
(1024,6993,40)
(8500,424,91)
(68,9453,15)
(6549,2253,44)
(6134,7178,93)
(754,1207,74)
(2582,7864,92)
(3762,3598,7)
(3125,6061,15)
(2489,2436,99)
(5539,1587,93)
(5472,605,4)
(9018,8866,9)
(2768,9107,60)
(5646,356,65)
(397,889,55)
(8728,414,82)
(7121,2131,49)
(9600,2988,12)
(1359,1791,87)
(5958,2724,13)
(7270,5946,36)
(9755,4413,81)
(7184,2366,36)
(2537,1415,28)
(8642,7330,55)
(3368,776,1)
(6520,1805,77)
(4341,4331,48)
(6385,8134,96)
(3675,4831,24)
(8364,1343,33)
(8937,5803,54)
(226,5110,50)
(5610,272,4)
(6468,9880,30)
(617,6588,13)
(3192,8030,42)
(6522,7063,52)
(7753,8951,94)
(3417,1831,3)
(375,9464,77)
(2171,5912,67)
(9714,7714,19)
(9161,1671,35)
(2056,1217,83)
(7921,4870,6)
(3023,9286,41)
(4257,3637,51)
(6894,6470,12)
(838,6296,76)
(1155,3060,66)
(508,1752,48)
(6952,3150,18)
(2466,7693,26)
(2447,3137,18)
(4937,9076,6)
(3011,3050,81)
(5242,2663,82)
(9817,2830,87)
(4403,7462,60)
(8725,1347,98)
(7093,3761,39)
(4814,4057,22)
(6414,8039,39)
(2379,2905,85)
(1880,6528,43)
(3606,8665,68)
(7111,3281,27)
(4001,8946,90)
(7362,4519,96)
(6495,2509,13)
(7679,2315,89)
(8978,1169,63)
(1981,6258,42)
(2022,3360,65)
(2712,4398,7)
(9410,8086,41)
(4667,5107,71)
(816,4650,67)
(5655,935,8)
(7455,5795,81)
(6275,399,11)
(9379,2970,27)
(4770,8491,96)
(7851,5829,90)
(9997,5781,17)
(546,3345,5)
(7395,917,96)
(7011,786,22)
(1015,7942,68)
(3314,6667,23)
(8804,7357,78)
(6690,6226,52)
(9495,2798,27)
(9208,3484,69)
(782,3773,28)
(6618,8246,28)
(8288,1630,17)
(5274,8098,76)
(2094,5117,54)
(962,1231,57)
(8241,6357,42)
(4182,3041,48)
(949,1309,36)
(2256,1716,36)
(8965,4012,80)
(8418,3033,70)
(4471,163,53)
(9624,2005,13)
(7164,4989,9)
(4227,3288,11)
(2109,7201,61)
(5393,1529,83)
(9419,4876,92)
(5229,7341,59)
(7954,1727,42)
(9728,2969,56)
(3338,5373,12)
(4331,7763,78)
(4898,2340,53)
(7207,490,24)
(6417,2789,11)
(7037,1516,22)
(2358,9550,11)
(7167,2675,88)
(4151,3488,58)
(8396,8044,83)
(8708,1024,15)
(7901,8016,73)
(6647,2093,70)
(8183,2410,15)
(9055,2190,33)
(4444,7133,46)
(964,1282,91)
(4645,9577,5)
(9011,4233,49)
(3301,4132,77)
(9515,926,75)
(943,9361,30)
(5819,1206,59)
(5897,8199,62)
(4666,8640,80)
(7935,4764,46)
(1228,452,94)
(4497,1672,31)
(9300,6394,10)
(8590,34,38)
(8323,254,23)
(6365,7010,70)
(2091,4809,8)
(5033,7496,44)
(9421,8500,47)
(1836,6240,90)
(7589,1381,13)
(5512,9633,52)
(3574,390,55)
(3291,1290,47)
(7911,5566,41)
(9926,8458,58)
(8617,1336,16)
(320,3096,27)
(3030,838,30)
(8573,3150,92)
(1154,264,95)
(4931,8758,15)
(97,8893,7)
(1346,1841,74)
(9608,4076,8)
(7462,8835,30)
(7731,2130,67)
(825,9516,31)
(4789,8335,89)
(3816,5502,100)
(4775,8168,61)
(9029,4846,70)
(7711,8914,81)
(7370,970,72)
(2057,8165,23)
(4768,6114,20)
(7512,5412,90)
(6570,4877,8)
(4370,5555,4)
(6959,4451,41)
(9169,6550,14)
(4625,1570,36)
(9502,4140,63)
(3674,6378,31)
(9922,4922,21)
(2355,2568,76)
(3025,904,86)
(8015,1297,86)
(3956,4538,24)
(3896,912,41)
(2011,5321,15)
(3127,3427,48)
(6726,1438,79)
(8950,2551,44)
(2362,9077,65)
(879,1390,15)
(2192,8690,25)
(1706,8789,59)
(366,5426,36)
(927,2885,99)
(9328,31,1)
(1842,9337,31)
(3699,6018,91)
(9434,3778,14)
(2940,3450,8)
(5767,2449,53)
(5930,8081,24)
(8877,3446,92)
(9351,5433,95)
(5991,9593,4)
(9947,4148,6)
(5742,4104,49)
(4190,8660,96)
(5265,9523,42)
(1349,3207,67)
(5956,9074,4)
(6449,4484,8)
(9691,9242,49)
(8704,3358,87)
(4459,2620,77)
(4139,3795,9)
(9642,3422,38)
(3146,1616,23)
(8525,2538,3)
(5152,3180,97)
(9357,4260,46)
(6366,2425,27)
(4961,3182,83)
(5603,2715,69)
(8573,3857,65)
(5005,7948,28)
(7612,1789,50)
(3031,2391,91)
(1179,7699,82)
(6873,6303,73)
(8563,8237,57)
(7315,2559,46)
(1415,6352,91)
(4499,2867,30)
(6016,2809,78)
(5830,5196,14)
(8952,5675,63)
(8658,8685,18)
(2018,8653,26)
(2312,5998,97)
(2745,3686,17)
(5235,3197,87)
(6086,7044,20)
(252,4857,88)
(6220,7964,49)
(6988,5135,51)
(3105,963,46)
(7563,6275,61)
(8008,7225,72)
(8435,94,21)
(5349,7728,58)
(5221,6034,62)
(2929,213,7)
(8510,2311,82)
(9390,1309,57)
(2778,7115,69)
(3023,8834,83)
(566,1716,10)
(8448,2432,59)
(7987,4095,4)
(9509,8905,96)
(8150,994,90)
(76,8610,40)
(4269,5988,32)
(7598,9262,16)
(1992,541,2)
(8652,4668,16)
(2161,4781,47)
(9633,579,51)
(1986,4566,44)
(4218,5361,36)
(5424,2559,95)
(3994,1417,83)
(5992,8557,8)
(6810,4798,10)
(4727,5140,96)
(8585,4377,45)
(830,653,24)
(9623,4214,73)
(1842,6756,70)
(1721,3813,25)
(1249,8007,28)
(9015,6510,72)
(4948,3726,89)
(3829,2253,54)
(811,3224,53)
(5503,7272,71)
(9198,7693,32)
(5693,9150,63)
(4526,1302,11)
(7067,9154,98)
(6477,1125,76)
(1486,743,1)
(2297,138,4)
(4437,9356,69)
(2724,2819,87)
(4373,8796,92)
(9641,7495,9)
(2243,6393,25)
(7592,7701,35)
(4108,5990,43)
(1050,3697,42)
(178,7384,45)
(5663,9436,75)
(892,6622,90)
(837,4439,69)
(9840,5249,58)
(1362,2325,8)
(8239,1297,56)
(4163,540,35)
(7353,3825,63)
(4887,138,93)
(278,4520,80)
(6428,4938,97)
(6863,3393,89)
(172,9395,63)
(2226,5577,2)
(9449,1478,4)
(4885,792,10)
(733,9012,99)
(3400,2879,77)
(5925,6406,35)
(7014,213,16)
(7766,3829,83)
(3813,4206,91)
(5526,1674,90)
(1499,7430,75)
(1361,235,67)
(1585,2598,71)
(3254,778,81)
(423,4562,43)
(3668,5473,97)
(6295,5977,9)
(8464,3722,79)
(1597,6944,37)
(2538,4777,16)
(5352,5683,100)
(2292,6451,39)
(7908,2566,30)
(55,6466,33)
(7369,9493,76)
(6574,9386,7)
(7205,7904,92)
(9498,8278,68)
(6480,7560,37)
(6458,5211,68)
(2282,3973,67)
(3324,4409,89)
(2496,4901,49)
(9156,6614,11)
(7865,220,46)
(3145,7390,33)
(8293,5855,83)
(6640,5096,54)
(4093,7259,46)
(4849,8865,68)
(264,4164,83)
(1879,1268,92)
(8304,8341,73)
(4366,3817,24)
(110,5521,3)
(8432,8057,25)
(5276,2708,23)
(8298,7632,31)
(4347,6414,6)
(8508,2316,57)
(5215,6084,65)
(2436,5383,97)
(9610,6916,99)
(9143,9409,58)
(4829,6811,24)
(768,600,6)
(589,4304,38)
(2697,6359,77)
(8055,8108,75)
(6869,1395,4)
(8747,3941,1)
(8854,4621,23)
(721,7598,84)
(6617,1103,25)
(7553,8233,17)
(3694,421,39)
(3532,7462,83)
(9116,9445,31)
(3871,5523,88)
(7086,8104,15)
(8122,4357,97)
(74,2352,81)
(2540,7271,6)
(4398,5811,48)
(8458,6039,50)
(9723,8045,2)
(1017,5009,36)
(377,2617,90)
(7818,4698,55)
(4904,4948,49)
(3174,2679,38)
(4274,2240,98)
(6280,4475,32)
(1012,3757,15)
(8880,3721,92)
(2524,8271,31)
(8132,4890,59)
(1608,7204,10)
(1846,2900,5)
(2181,4147,12)
(8877,2402,39)
(9216,5570,21)
(1002,3696,6)
(4876,8686,92)
(8275,2484,41)
(9819,653,53)
(4455,2576,61)
(8693,3810,68)
(3888,5537,6)
(8730,8643,17)
(4057,6063,69)
(5212,1415,71)
(6512,6889,84)
(6711,514,2)
(2201,1246,6)
(6310,7252,65)
(8789,1365,32)
(1130,7165,23)
(9962,7995,58)
(4904,7201,3)
(5087,7008,51)
(8493,5605,35)
(7626,9047,66)
(2289,1522,7)
(1149,6525,82)
(7998,9330,32)
(8284,7931,42)
(9182,2674,70)
(206,8327,59)
(9771,11,31)
(7198,3646,95)
(6099,7893,15)
(7017,3877,38)
(3424,1088,4)
(3978,1224,39)
(2974,7661,10)
(4091,8439,9)
(7456,5865,8)
(9445,9928,82)
(9360,3987,7)
(9518,2030,79)
(1361,7056,59)
(9315,7881,64)
(2147,1618,33)
(8575,864,49)
(8712,9197,70)
(9136,3883,41)
(2664,8067,57)
(4614,4181,46)
(3514,9864,24)
(3084,579,60)
(5692,5662,44)
(7200,7392,16)
(5895,6471,74)
(4510,4887,12)
(5252,4160,24)
(5187,7010,84)
(5951,6628,95)
(7083,4565,6)
(6887,7876,21)
(9813,6791,67)
(6220,4915,65)
(8806,295,58)
(6972,6390,43)
(7666,7356,5)
(8732,6437,66)
(8982,3601,78)
(6918,9576,52)
(1984,6483,41)
(4516,3186,78)
(8147,3140,93)
(9653,341,71)
(4712,5593,98)
(3165,3707,17)
(4404,5643,96)
(4078,8945,62)
(5913,1500,49)
(1054,2330,65)
(9947,416,52)
(1404,1970,76)
(5392,8956,46)
(9360,8832,47)
(4461,7987,71)
(4169,5534,72)
(9775,8027,38)
(9541,5924,86)
(2337,6420,58)
(6532,9632,86)
(7926,2457,77)
(6601,5032,25)
(7647,5864,30)
(2256,3162,7)
(5494,3803,94)
(9426,209,47)
(7396,807,57)
(5804,3180,58)
(6888,6325,97)
(6048,744,6)
(1079,2642,86)
(2824,8754,99)
(8874,9984,39)
(4984,2874,42)
(3513,1934,27)
(8523,515,79)
(315,5596,95)
(5499,2706,73)
(1080,2563,42)
(937,331,53)
(479,7798,38)
(3397,8167,67)
(8817,6587,4)
(2168,5044,82)
(7019,8640,33)
(5151,3994,73)
(5503,6250,3)
(3427,5663,58)
(9910,1701,13)
(6636,9060,68)
(4878,917,34)
(2940,204,51)
(9158,5490,95)
(4212,3710,2)
(6075,3481,24)
(3289,5408,64)
(5272,6329,26)
(8720,1792,99)
(4281,486,1)
(8286,1,34)
(4643,7947,10)
(2810,4750,70)
(3163,3355,64)
(4050,6323,92)
(9871,3765,13)
(2031,6610,59)
(8110,1991,3)
(5657,7136,46)
(8476,9088,97)
(4135,7151,10)
(614,6407,30)
(9715,1588,86)
(230,5091,17)
(3568,155,27)
(3059,9599,17)
(295,935,93)
(3944,7196,60)
(9927,8402,89)
(4762,3487,91)
(3396,7058,44)
(1760,5434,83)
(1686,8078,20)
(6474,7434,56)
(7001,571,64)
(4243,841,80)
(3671,1742,18)
(4168,6070,58)
(99,7589,16)
(5301,1850,96)
(2305,6653,83)
(188,7327,13)
(2259,4018,99)
(2312,1252,63)
(3999,1969,28)
(450,5076,15)
(896,1321,48)
(5083,7047,56)
(4888,8865,42)
(5594,3807,22)
(5562,8306,87)
(5381,3084,8)
(4689,2593,25)
(762,2871,46)
(5507,6756,16)
(1275,8739,76)
(705,486,23)
